date,co2
1987-01-11,349.34
1987-01-12,349.99
1987-01-13,348.81
1987-01-14,348.75
1987-01-15,348.89
1987-01-16,348.75
1987-01-17,348.75
1987-01-18,348.56
1987-01-19,348.91
1987-01-20,349.02
1987-01-21,348.71
1987-01-22,349.69
1987-01-23,348.64
1987-01-24,348.24
1987-01-25,348.41
1987-01-26,349.01
1987-01-27,349.61
1987-01-28,349.3125
1987-01-29,349.015
1987-01-30,348.71750000000003
1987-01-31,348.42
1987-02-01,348.44
1987-02-02,348.82
1987-02-03,348.66
1987-02-04,348.23
1987-02-05,349.16
1987-02-06,348.68
1987-02-07,348.54
1987-02-08,348.23
1987-02-09,348.3
1987-02-10,348.2
1987-02-11,348.17
1987-02-12,348.7
1987-02-13,348.59
1987-02-14,348.76
1987-02-15,348.75
1987-02-16,348.9266666666667
1987-02-17,349.1033333333333
1987-02-18,349.28
1987-02-19,349.29
1987-02-20,349.58
1987-02-21,348.75
1987-02-22,348.74
1987-02-23,348.9
1987-02-24,349.52
1987-02-25,350.14
1987-02-26,350.6
1987-02-27,350.38
1987-02-28,348.9
1987-03-01,349.23
1987-03-02,349.56
1987-03-03,349.54
1987-03-04,349.54
1987-03-05,348.7
1987-03-06,348.53
1987-03-07,349.35
1987-03-08,349.24
1987-03-09,349.245
1987-03-10,349.25
1987-03-11,349.125
1987-03-12,349.0
1987-03-13,350.08
1987-03-14,349.3
1987-03-15,349.48
1987-03-16,349.66
1987-03-17,349.84
1987-03-18,350.02
1987-03-19,350.2
1987-03-20,350.08
1987-03-21,350.04
1987-03-22,350.13
1987-03-23,350.23
1987-03-24,350.33
1987-03-25,350.43
1987-03-26,350.24
1987-03-27,350.69
1987-03-28,350.94
1987-03-29,350.38
1987-03-30,350.515
1987-03-31,350.65
1987-04-01,352.66
1987-04-02,352.09000000000003
1987-04-03,351.52
1987-04-04,350.72
1987-04-05,350.91
1987-04-06,351.8
1987-04-07,351.895
1987-04-08,351.99
1987-04-09,350.14
1987-04-10,349.56
1987-04-11,350.63
1987-04-12,350.79
1987-04-13,351.015
1987-04-14,351.24
1987-04-15,350.59
1987-04-16,351.75
1987-04-17,351.61
1987-04-18,351.47
1987-04-19,351.55
1987-04-20,351.89
1987-04-21,352.1
1987-04-22,351.84
1987-04-23,351.54
1987-04-24,351.77
1987-04-25,351.37
1987-04-26,351.52
1987-04-27,352.14
1987-04-28,351.98
1987-04-29,351.49
1987-04-30,352.25
1987-05-01,351.87
1987-05-02,351.4
1987-05-03,351.03
1987-05-04,351.83
1987-05-05,352.63
1987-05-06,352.475
1987-05-07,352.32
1987-05-08,352.53
1987-05-09,352.56
1987-05-10,352.22
1987-05-11,352.41
1987-05-12,352.14
1987-05-13,351.55
1987-05-14,352.25
1987-05-15,352.06
1987-05-16,352.29
1987-05-17,352.06
1987-05-18,351.95
1987-05-19,351.97
1987-05-20,352.56
1987-05-21,352.39
1987-05-22,351.69
1987-05-23,352.13
1987-05-24,352.7
1987-05-25,352.22
1987-05-26,352.31
1987-05-27,352.37
1987-05-28,352.34
1987-05-29,352.07
1987-05-30,351.8
1987-05-31,352.45
1987-06-01,352.35
1987-06-02,352.29
1987-06-03,352.22
1987-06-04,352.07
1987-06-05,351.78
1987-06-06,352.22
1987-06-07,351.96
1987-06-08,351.97
1987-06-09,351.98
1987-06-10,351.95
1987-06-11,351.76
1987-06-12,351.57
1987-06-13,351.54
1987-06-14,351.4
1987-06-15,351.2
1987-06-16,351.37
1987-06-17,351.55
1987-06-18,351.46
1987-06-19,351.53
1987-06-20,351.315
1987-06-21,351.1
1987-06-22,351.68
1987-06-23,351.5233333333333
1987-06-24,351.3666666666667
1987-06-25,351.21
1987-06-26,351.24
1987-06-27,351.27
1987-06-28,351.29
1987-06-29,351.2
1987-06-30,351.11
1987-07-01,351.02
1987-07-02,350.42
1987-07-03,349.94
1987-07-04,350.32
1987-07-05,350.7
1987-07-06,351.08
1987-07-07,350.26
1987-07-08,350.65
1987-07-09,351.04
1987-07-10,350.99
1987-07-11,350.84
1987-07-12,350.76
1987-07-13,349.38
1987-07-14,348.0
1987-07-15,348.87
1987-07-16,349.74
1987-07-17,350.61
1987-07-18,350.49
1987-07-19,350.37
1987-07-20,350.32
1987-07-21,350.27000000000004
1987-07-22,350.22
1987-07-23,350.07
1987-07-24,350.17499999999995
1987-07-25,350.28
1987-07-26,350.21
1987-07-27,350.14
1987-07-28,350.0625
1987-07-29,349.985
1987-07-30,349.90749999999997
1987-07-31,349.83
1987-08-01,349.33
1987-08-02,349.81
1987-08-03,349.055
1987-08-04,348.3
1987-08-05,347.545
1987-08-06,346.79
1987-08-07,347.4
1987-08-08,347.86249999999995
1987-08-09,348.325
1987-08-10,348.7875
1987-08-11,349.25
1987-08-12,348.65
1987-08-13,348.67333333333335
1987-08-14,348.69666666666666
1987-08-15,348.72
1987-08-16,348.84
1987-08-17,348.67999999999995
1987-08-18,348.52
1987-08-19,348.36
1987-08-20,348.2
1987-08-21,348.125
1987-08-22,348.05
1987-08-23,348.21
1987-08-24,348.1
1987-08-25,348.22
1987-08-26,347.675
1987-08-27,347.13
1987-08-28,346.84
1987-08-29,346.55
1987-08-30,346.26
1987-08-31,346.585
1987-09-01,346.91
1987-09-02,347.29
1987-09-03,347.31
1987-09-04,347.33000000000004
1987-09-05,347.35
1987-09-06,346.69
1987-09-07,347.29
1987-09-08,346.56
1987-09-09,345.83
1987-09-10,346.21666666666664
1987-09-11,346.60333333333335
1987-09-12,346.99
1987-09-13,346.56
1987-09-14,346.775
1987-09-15,346.99
1987-09-16,346.84
1987-09-17,347.02
1987-09-18,347.07
1987-09-19,347.26
1987-09-20,346.22
1987-09-21,345.08
1987-09-22,345.57
1987-09-23,345.57
1987-09-24,346.21000000000004
1987-09-25,346.85
1987-09-26,346.14
1987-09-27,346.15
1987-09-28,347.42
1987-09-29,347.0
1987-09-30,346.06
1987-10-01,346.2
1987-10-02,345.95
1987-10-03,345.76
1987-10-04,345.91
1987-10-05,346.16
1987-10-06,346.41
1987-10-07,346.66
1987-10-08,346.91
1987-10-09,347.08
1987-10-10,346.09
1987-10-11,346.268
1987-10-12,346.44599999999997
1987-10-13,346.624
1987-10-14,346.802
1987-10-15,346.98
1987-10-16,346.69500000000005
1987-10-17,346.41
1987-10-18,346.56
1987-10-19,347.05
1987-10-20,347.54
1987-10-21,347.23
1987-10-22,347.08
1987-10-23,346.99
1987-10-24,347.18
1987-10-25,347.69
1987-10-26,346.89
1987-10-27,346.69
1987-10-28,346.89
1987-10-29,346.91
1987-10-30,346.74
1987-10-31,347.37
1987-11-01,347.33
1987-11-02,347.31
1987-11-03,347.29
1987-11-04,347.36
1987-11-05,347.39
1987-11-06,347.66999999999996
1987-11-07,347.95
1987-11-08,348.14
1987-11-09,347.38
1987-11-10,347.37
1987-11-11,347.545
1987-11-12,347.72
1987-11-13,347.58
1987-11-14,347.64
1987-11-15,347.7
1987-11-16,348.33
1987-11-17,348.34
1987-11-18,348.04
1987-11-19,348.28
1987-11-20,348.52
1987-11-21,348.4866666666667
1987-11-22,348.4533333333333
1987-11-23,348.42
1987-11-24,348.86
1987-11-25,348.22
1987-11-26,349.33
1987-11-27,349.12
1987-11-28,349.1
1987-11-29,348.62
1987-11-30,348.66499999999996
1987-12-01,348.71
1987-12-02,349.12
1987-12-03,348.88
1987-12-04,348.96500000000003
1987-12-05,349.05
1987-12-06,348.56
1987-12-07,349.06
1987-12-08,348.74
1987-12-09,348.68
1987-12-10,348.73
1987-12-11,349.065
1987-12-12,349.4
1987-12-13,349.18
1987-12-14,349.3
1987-12-15,349.42
1987-12-16,349.34
1987-12-17,349.4
1987-12-18,349.2
1987-12-19,349.61
1987-12-20,349.46
1987-12-21,349.39
1987-12-22,349.38
1987-12-23,349.57
1987-12-24,349.54
1987-12-25,349.48
1987-12-26,349.68
1987-12-27,350.02
1987-12-28,349.39
1987-12-29,349.695
1987-12-30,350.0
1987-12-31,349.92
1988-01-01,349.81
1988-01-02,350.17
1988-01-03,350.0
1988-01-04,350.0
1988-01-05,350.03
1988-01-06,350.22
1988-01-07,350.57
1988-01-08,350.45
1988-01-09,350.58
1988-01-10,350.56
1988-01-11,350.43
1988-01-12,350.26
1988-01-13,350.39
1988-01-14,350.335
1988-01-15,350.28
1988-01-16,350.54
1988-01-17,350.3
1988-01-18,350.27
1988-01-19,351.02
1988-01-20,350.72
1988-01-21,351.0
1988-01-22,350.84000000000003
1988-01-23,350.68
1988-01-24,351.0
1988-01-25,350.61
1988-01-26,350.675
1988-01-27,350.74
1988-01-28,350.805
1988-01-29,350.87
1988-01-30,351.15250000000003
1988-01-31,351.435
1988-02-01,351.7175
1988-02-02,352.0
1988-02-03,351.63
1988-02-04,351.84
1988-02-05,351.67
1988-02-06,351.55600000000004
1988-02-07,351.442
1988-02-08,351.32800000000003
1988-02-09,351.214
1988-02-10,351.1
1988-02-11,351.25
1988-02-12,351.24
1988-02-13,351.31
1988-02-14,351.22
1988-02-15,350.99
1988-02-16,351.79
1988-02-17,351.46
1988-02-18,351.49
1988-02-19,351.04
1988-02-20,350.98
1988-02-21,351.8
1988-02-22,351.59
1988-02-23,352.17
1988-02-24,351.99
1988-02-25,351.81
1988-02-26,353.28
1988-02-27,352.74
1988-02-28,352.68
1988-02-29,352.88
1988-03-01,353.78
1988-03-02,353.55
1988-03-03,353.25
1988-03-04,353.09
1988-03-05,352.83
1988-03-06,352.91
1988-03-07,352.79
1988-03-08,352.81
1988-03-09,352.83
1988-03-10,352.64
1988-03-11,352.39
1988-03-12,351.47
1988-03-13,351.11
1988-03-14,351.36
1988-03-15,352.72
1988-03-16,351.48
1988-03-17,353.22
1988-03-18,352.47
1988-03-19,351.885
1988-03-20,351.3
1988-03-21,351.63
1988-03-22,351.44
1988-03-23,351.7366666666667
1988-03-24,352.0333333333333
1988-03-25,352.33
1988-03-26,352.52
1988-03-27,352.4
1988-03-28,352.51666666666665
1988-03-29,352.6333333333333
1988-03-30,352.75
1988-03-31,353.15
1988-04-01,353.62
1988-04-02,353.28
1988-04-03,353.17499999999995
1988-04-04,353.07
1988-04-05,353.71
1988-04-06,353.22
1988-04-07,353.13
1988-04-08,353.43
1988-04-09,353.28
1988-04-10,353.71
1988-04-11,354.24
1988-04-12,353.85
1988-04-13,353.33
1988-04-14,353.04
1988-04-15,352.95
1988-04-16,352.95
1988-04-17,352.84
1988-04-18,353.41
1988-04-19,353.28
1988-04-20,353.76
1988-04-21,353.95
1988-04-22,354.24
1988-04-23,353.86
1988-04-24,353.94
1988-04-25,354.31
1988-04-26,354.56333333333333
1988-04-27,354.81666666666666
1988-04-28,355.07
1988-04-29,354.55
1988-04-30,354.85
1988-05-01,354.37
1988-05-02,354.36
1988-05-03,354.33
1988-05-04,353.98
1988-05-05,353.67
1988-05-06,353.64
1988-05-07,353.68
1988-05-08,353.72
1988-05-09,354.18
1988-05-10,354.32
1988-05-11,354.44
1988-05-12,354.79
1988-05-13,354.5
1988-05-14,354.33
1988-05-15,354.365
1988-05-16,354.4
1988-05-17,353.78
1988-05-18,354.26
1988-05-19,354.5
1988-05-20,354.08
1988-05-21,354.92
1988-05-22,354.81
1988-05-23,354.8
1988-05-24,354.83
1988-05-25,354.72
1988-05-26,354.77
1988-05-27,354.82
1988-05-28,354.87
1988-05-29,354.5
1988-05-30,353.86
1988-05-31,354.14
1988-06-01,354.0466666666667
1988-06-02,353.9533333333333
1988-06-03,353.86
1988-06-04,354.02
1988-06-05,353.89
1988-06-06,354.44
1988-06-07,354.4
1988-06-08,354.53
1988-06-09,354.69
1988-06-10,354.62
1988-06-11,354.43
1988-06-12,353.6
1988-06-13,353.745
1988-06-14,353.89
1988-06-15,354.1
1988-06-16,354.21
1988-06-17,353.64
1988-06-18,353.72
1988-06-19,353.61
1988-06-20,353.52
1988-06-21,353.52
1988-06-22,353.65
1988-06-23,353.25
1988-06-24,353.37
1988-06-25,353.3
1988-06-26,353.4
1988-06-27,353.27
1988-06-28,353.46
1988-06-29,353.3
1988-06-30,353.26
1988-07-01,353.6
1988-07-02,353.75
1988-07-03,353.51
1988-07-04,353.27
1988-07-05,353.23
1988-07-06,353.28
1988-07-07,352.68
1988-07-08,352.73
1988-07-09,352.53
1988-07-10,352.46
1988-07-11,352.89
1988-07-12,353.92
1988-07-13,352.99
1988-07-14,353.0833333333333
1988-07-15,353.1766666666667
1988-07-16,353.27
1988-07-17,352.48
1988-07-18,352.81
1988-07-19,353.75
1988-07-20,353.03
1988-07-21,353.155
1988-07-22,353.28
1988-07-23,352.77
1988-07-24,352.17
1988-07-25,352.13
1988-07-26,351.56
1988-07-27,351.73
1988-07-28,352.14
1988-07-29,352.71
1988-07-30,352.26
1988-07-31,351.31
1988-08-01,351.02
1988-08-02,350.73
1988-08-03,351.05
1988-08-04,351.37
1988-08-05,351.26
1988-08-06,350.22
1988-08-07,350.64
1988-08-08,350.98
1988-08-09,351.03
1988-08-10,351.22
1988-08-11,350.94
1988-08-12,350.75
1988-08-13,350.78
1988-08-14,350.33
1988-08-15,349.6
1988-08-16,349.91333333333336
1988-08-17,350.2266666666667
1988-08-18,350.54
1988-08-19,350.65
1988-08-20,350.05
1988-08-21,351.12
1988-08-22,351.13
1988-08-23,350.66
1988-08-24,350.84
1988-08-25,349.815
1988-08-26,348.79
1988-08-27,349.04
1988-08-28,349.05
1988-08-29,350.36
1988-08-30,350.05
1988-08-31,349.24
1988-09-01,349.46500000000003
1988-09-02,349.69
1988-09-03,349.26
1988-09-04,349.79
1988-09-05,348.82
1988-09-06,349.14
1988-09-07,348.6
1988-09-08,348.71
1988-09-09,348.42
1988-09-10,348.94
1988-09-11,349.16
1988-09-12,349.52
1988-09-13,349.38
1988-09-14,349.12
1988-09-15,349.08500000000004
1988-09-16,349.05
1988-09-17,349.0
1988-09-18,349.34
1988-09-19,349.56
1988-09-20,348.95
1988-09-21,348.39
1988-09-22,347.96
1988-09-23,349.2
1988-09-24,348.53
1988-09-25,347.86
1988-09-26,348.42
1988-09-27,348.53
1988-09-28,349.07
1988-09-29,349.61
1988-09-30,349.04
1988-10-01,349.61
1988-10-02,349.19
1988-10-03,348.77
1988-10-04,349.1
1988-10-05,349.43
1988-10-06,349.32
1988-10-07,349.23
1988-10-08,349.26
1988-10-09,348.74
1988-10-10,348.83500000000004
1988-10-11,348.93
1988-10-12,349.22
1988-10-13,348.79
1988-10-14,349.2
1988-10-15,348.81
1988-10-16,349.15
1988-10-17,349.2
1988-10-18,349.76
1988-10-19,349.84
1988-10-20,349.39
1988-10-21,349.71
1988-10-22,349.73
1988-10-23,349.89
1988-10-24,349.61
1988-10-25,349.42
1988-10-26,349.23
1988-10-27,349.68
1988-10-28,350.13
1988-10-29,349.6
1988-10-30,349.87
1988-10-31,349.62
1988-11-01,349.92
1988-11-02,350.36
1988-11-03,350.21
1988-11-04,350.11
1988-11-05,350.0775
1988-11-06,350.045
1988-11-07,350.01250000000005
1988-11-08,349.98
1988-11-09,349.97
1988-11-10,350.27
1988-11-11,350.18
1988-11-12,350.11
1988-11-13,350.54
1988-11-14,350.38
1988-11-15,350.26
1988-11-16,350.305
1988-11-17,350.35
1988-11-18,350.38
1988-11-19,350.435
1988-11-20,350.49
1988-11-21,350.31
1988-11-22,350.94
1988-11-23,350.86
1988-11-24,350.81
1988-11-25,350.85
1988-11-26,351.22
1988-11-27,350.88
1988-11-28,350.96
1988-11-29,350.83
1988-11-30,350.62
1988-12-01,351.06
1988-12-02,350.82
1988-12-03,350.62
1988-12-04,350.92
1988-12-05,351.18
1988-12-06,351.21
1988-12-07,351.28499999999997
1988-12-08,351.36
1988-12-09,351.08
1988-12-10,350.94
1988-12-11,350.97
1988-12-12,351.44
1988-12-13,351.6
1988-12-14,351.93
1988-12-15,351.94
1988-12-16,351.76
1988-12-17,351.92
1988-12-18,352.34
1988-12-19,351.985
1988-12-20,351.63
1988-12-21,351.6
1988-12-22,351.73
1988-12-23,351.67
1988-12-24,351.69
1988-12-25,351.49
1988-12-26,352.02
1988-12-27,351.66
1988-12-28,352.47
1988-12-29,352.56
1988-12-30,352.995
1988-12-31,353.43
1989-01-01,352.29
1989-01-02,352.69
1989-01-03,352.5
1989-01-04,352.75
1989-01-05,352.87
1989-01-06,352.64
1989-01-07,352.95
1989-01-08,353.33
1989-01-09,353.76
1989-01-10,353.77
1989-01-11,353.39
1989-01-12,353.11
1989-01-13,352.93
1989-01-14,352.72
1989-01-15,353.00666666666666
1989-01-16,353.29333333333335
1989-01-17,353.58
1989-01-18,353.46
1989-01-19,352.96
1989-01-20,352.92
1989-01-21,352.94
1989-01-22,352.68
1989-01-23,352.62
1989-01-24,352.47
1989-01-25,352.49
1989-01-26,353.47
1989-01-27,353.2
1989-01-28,353.265
1989-01-29,353.33
1989-01-30,354.31
1989-01-31,353.6
1989-02-01,353.43
1989-02-02,353.02
1989-02-03,353.13
1989-02-04,353.49
1989-02-05,352.96
1989-02-06,353.03
1989-02-07,353.31
1989-02-08,352.98
1989-02-09,352.94
1989-02-10,352.6
1989-02-11,352.92
1989-02-12,353.93
1989-02-13,353.53499999999997
1989-02-14,353.14
1989-02-15,353.51
1989-02-16,353.32
1989-02-17,353.47
1989-02-18,353.51
1989-02-19,353.46
1989-02-20,353.81
1989-02-21,353.5733333333333
1989-02-22,353.3366666666667
1989-02-23,353.1
1989-02-24,354.09
1989-02-25,354.34
1989-02-26,354.34
1989-02-27,353.83
1989-02-28,353.81
1989-03-01,354.51
1989-03-02,353.78
1989-03-03,353.88
1989-03-04,353.21
1989-03-05,352.64
1989-03-06,353.33
1989-03-07,353.46
1989-03-08,355.24
1989-03-09,353.71
1989-03-10,353.57
1989-03-11,354.43
1989-03-12,353.73
1989-03-13,353.64
1989-03-14,353.92
1989-03-15,353.4
1989-03-16,353.36
1989-03-17,353.8
1989-03-18,354.24
1989-03-19,353.58
1989-03-20,353.62
1989-03-21,353.66
1989-03-22,354.52
1989-03-23,354.61
1989-03-24,354.41
1989-03-25,354.35
1989-03-26,355.26
1989-03-27,355.02
1989-03-28,354.94
1989-03-29,354.36
1989-03-30,354.48
1989-03-31,354.85
1989-04-01,355.02
1989-04-02,355.02
1989-04-03,355.08
1989-04-04,354.78
1989-04-05,354.71
1989-04-06,354.94
1989-04-07,354.13
1989-04-08,355.0
1989-04-09,355.97
1989-04-10,355.74
1989-04-11,355.55
1989-04-12,355.225
1989-04-13,354.9
1989-04-14,355.01
1989-04-15,355.88
1989-04-16,356.04
1989-04-17,355.83500000000004
1989-04-18,355.63
1989-04-19,355.74
1989-04-20,356.44
1989-04-21,356.26
1989-04-22,356.79
1989-04-23,356.75
1989-04-24,356.5
1989-04-25,356.11
1989-04-26,356.18
1989-04-27,355.92
1989-04-28,356.71
1989-04-29,356.57
1989-04-30,356.8
1989-05-01,356.21
1989-05-02,355.75
1989-05-03,355.1
1989-05-04,355.58
1989-05-05,355.62
1989-05-06,355.77
1989-05-07,355.59
1989-05-08,354.93
1989-05-09,355.095
1989-05-10,355.26
1989-05-11,355.71999999999997
1989-05-12,356.18
1989-05-13,356.41
1989-05-14,356.42
1989-05-15,356.59
1989-05-16,356.345
1989-05-17,356.1
1989-05-18,356.01
1989-05-19,355.99
1989-05-20,355.99
1989-05-21,355.925
1989-05-22,355.86
1989-05-23,355.51
1989-05-24,356.16
1989-05-25,356.63
1989-05-26,356.36
1989-05-27,355.86
1989-05-28,356.36
1989-05-29,355.5
1989-05-30,356.7
1989-05-31,356.26
1989-06-01,356.24
1989-06-02,356.05
1989-06-03,356.36
1989-06-04,356.05
1989-06-05,355.85
1989-06-06,355.71000000000004
1989-06-07,355.57
1989-06-08,355.40666666666664
1989-06-09,355.24333333333334
1989-06-10,355.08
1989-06-11,355.55
1989-06-12,354.91
1989-06-13,355.42
1989-06-14,354.98
1989-06-15,355.17
1989-06-16,356.26
1989-06-17,356.42
1989-06-18,354.73
1989-06-19,354.88
1989-06-20,354.82
1989-06-21,355.0
1989-06-22,355.36
1989-06-23,355.29
1989-06-24,355.26
1989-06-25,355.3
1989-06-26,355.2
1989-06-27,355.1
1989-06-28,355.0
1989-06-29,355.14
1989-06-30,355.0
1989-07-01,354.82
1989-07-02,354.36
1989-07-03,354.55
1989-07-04,354.70000000000005
1989-07-05,354.85
1989-07-06,354.94
1989-07-07,355.05
1989-07-08,355.16
1989-07-09,355.3
1989-07-10,354.54
1989-07-11,355.09
1989-07-12,354.83
1989-07-13,353.92
1989-07-14,353.79
1989-07-15,353.88
1989-07-16,353.93
1989-07-17,353.98
1989-07-18,354.03
1989-07-19,354.11
1989-07-20,353.21
1989-07-21,353.29
1989-07-22,353.18
1989-07-23,353.16499999999996
1989-07-24,353.15
1989-07-25,353.57
1989-07-26,353.38
1989-07-27,353.25
1989-07-28,353.3
1989-07-29,353.34
1989-07-30,353.65
1989-07-31,353.47
1989-08-01,353.29
1989-08-02,353.09
1989-08-03,353.35
1989-08-04,353.1
1989-08-05,353.31
1989-08-06,352.38
1989-08-07,352.48
1989-08-08,352.61
1989-08-09,352.74
1989-08-10,352.58
1989-08-11,353.25
1989-08-12,352.425
1989-08-13,351.6
1989-08-14,352.64
1989-08-15,352.16
1989-08-16,352.19
1989-08-17,351.48
1989-08-18,351.2033333333333
1989-08-19,350.9266666666667
1989-08-20,350.65
1989-08-21,351.27
1989-08-22,351.02
1989-08-23,351.02
1989-08-24,350.26
1989-08-25,350.35
1989-08-26,350.61
1989-08-27,350.83
1989-08-28,351.05
1989-08-29,351.27
1989-08-30,350.29
1989-08-31,350.7
1989-09-01,350.825
1989-09-02,350.95
1989-09-03,351.36
1989-09-04,351.81
1989-09-05,350.56
1989-09-06,350.69
1989-09-07,351.33
1989-09-08,351.72
1989-09-09,349.77
1989-09-10,349.18
1989-09-11,349.32
1989-09-12,349.34666666666664
1989-09-13,349.37333333333333
1989-09-14,349.4
1989-09-15,349.93
1989-09-16,349.37
1989-09-17,349.6
1989-09-18,349.91
1989-09-19,349.77
1989-09-20,349.7
1989-09-21,349.53
1989-09-22,349.47
1989-09-23,349.46
1989-09-24,349.49
1989-09-25,349.76
1989-09-26,349.74
1989-09-27,350.34000000000003
1989-09-28,350.94
1989-09-29,350.7
1989-09-30,350.46000000000004
1989-10-01,350.22
1989-10-02,350.425
1989-10-03,350.63
1989-10-04,350.62
1989-10-05,350.61
1989-10-06,350.40333333333336
1989-10-07,350.19666666666666
1989-10-08,349.99
1989-10-09,350.22
1989-10-10,349.94
1989-10-11,349.95
1989-10-12,349.84
1989-10-13,349.69
1989-10-14,349.96
1989-10-15,350.52
1989-10-16,350.33
1989-10-17,349.97
1989-10-18,350.28
1989-10-19,350.87
1989-10-20,350.51
1989-10-21,350.39
1989-10-22,350.635
1989-10-23,350.88
1989-10-24,350.65000000000003
1989-10-25,350.42
1989-10-26,350.73
1989-10-27,351.04
1989-10-28,350.81
1989-10-29,350.68
1989-10-30,350.61
1989-10-31,350.0
1989-11-01,350.94
1989-11-02,350.4
1989-11-03,350.46
1989-11-04,350.90999999999997
1989-11-05,351.36
1989-11-06,351.35
1989-11-07,351.24
1989-11-08,351.16
1989-11-09,351.81
1989-11-10,351.3
1989-11-11,351.51
1989-11-12,351.435
1989-11-13,351.36
1989-11-14,351.6
1989-11-15,351.63
1989-11-16,351.66
1989-11-17,351.84
1989-11-18,352.08
1989-11-19,352.19
1989-11-20,351.66
1989-11-21,351.45
1989-11-22,351.54
1989-11-23,352.82
1989-11-24,351.96
1989-11-25,351.71
1989-11-26,351.76
1989-11-27,352.16
1989-11-28,351.66
1989-11-29,351.65
1989-11-30,352.07
1989-12-01,352.92
1989-12-02,352.58
1989-12-03,352.39
1989-12-04,352.52
1989-12-05,352.55
1989-12-06,352.16
1989-12-07,352.20500000000004
1989-12-08,352.25
1989-12-09,352.28
1989-12-10,353.24
1989-12-11,354.06
1989-12-12,352.73
1989-12-13,352.33
1989-12-14,353.86
1989-12-15,352.74
1989-12-16,352.99
1989-12-17,353.59
1989-12-18,352.85
1989-12-19,352.54
1989-12-20,353.27
1989-12-21,353.2
1989-12-22,352.7
1989-12-23,352.53
1989-12-24,352.62
1989-12-25,352.71
1989-12-26,352.62
1989-12-27,353.13
1989-12-28,353.67
1989-12-29,353.02
1989-12-30,353.14599999999996
1989-12-31,353.272
1990-01-01,353.39799999999997
1990-01-02,353.524
1990-01-03,353.65
1990-01-04,353.69
1990-01-05,353.8
1990-01-06,353.76
1990-01-07,353.31
1990-01-08,353.45
1990-01-09,354.48
1990-01-10,353.83
1990-01-11,353.11
1990-01-12,353.22
1990-01-13,353.33
1990-01-14,353.6
1990-01-15,353.76
1990-01-16,354.15
1990-01-17,354.08
1990-01-18,354.26
1990-01-19,354.13
1990-01-20,353.94
1990-01-21,354.07
1990-01-22,353.905
1990-01-23,353.74
1990-01-24,353.85333333333335
1990-01-25,353.96666666666664
1990-01-26,354.08
1990-01-27,353.8
1990-01-28,353.88
1990-01-29,354.08
1990-01-30,354.33
1990-01-31,354.42
1990-02-01,354.75
1990-02-02,354.61
1990-02-03,354.69
1990-02-04,354.06
1990-02-05,353.91
1990-02-06,354.04
1990-02-07,356.27
1990-02-08,356.1
1990-02-09,356.0
1990-02-10,354.91
1990-02-11,354.8
1990-02-12,355.61
1990-02-13,356.12
1990-02-14,355.28
1990-02-15,354.82
1990-02-16,354.53
1990-02-17,354.47
1990-02-18,355.63
1990-02-19,356.09
1990-02-20,355.49
1990-02-21,355.34
1990-02-22,355.25
1990-02-23,355.23
1990-02-24,354.94
1990-02-25,354.38
1990-02-26,354.71
1990-02-27,354.97
1990-02-28,355.67
1990-03-01,355.75
1990-03-02,355.83
1990-03-03,355.5
1990-03-04,355.68
1990-03-05,356.13
1990-03-06,355.45
1990-03-07,355.66
1990-03-08,355.6
1990-03-09,355.54
1990-03-10,355.08
1990-03-11,354.96
1990-03-12,355.57
1990-03-13,355.46
1990-03-14,355.77
1990-03-15,356.12
1990-03-16,356.47
1990-03-17,356.49
1990-03-18,355.69
1990-03-19,356.08
1990-03-20,355.72
1990-03-21,355.3
1990-03-22,355.18
1990-03-23,355.26
1990-03-24,355.15
1990-03-25,355.04
1990-03-26,355.13
1990-03-27,356.71
1990-03-28,356.35
1990-03-29,356.75
1990-03-30,357.38
1990-03-31,355.56
1990-04-01,355.78
1990-04-02,356.16
1990-04-03,355.81
1990-04-04,355.79
1990-04-05,357.53
1990-04-06,356.59
1990-04-07,356.23
1990-04-08,356.59
1990-04-09,355.99
1990-04-10,356.18
1990-04-11,356.37
1990-04-12,355.77
1990-04-13,356.15
1990-04-14,356.16
1990-04-15,356.36
1990-04-16,356.37
1990-04-17,355.29
1990-04-18,356.2
1990-04-19,355.95
1990-04-20,356.68
1990-04-21,356.74
1990-04-22,357.02
1990-04-23,357.07
1990-04-24,356.99
1990-04-25,357.375
1990-04-26,357.76
1990-04-27,356.44
1990-04-28,355.92
1990-04-29,356.07
1990-04-30,356.65
1990-05-01,357.42
1990-05-02,356.74
1990-05-03,357.07500000000005
1990-05-04,357.41
1990-05-05,357.48
1990-05-06,358.15
1990-05-07,357.91
1990-05-08,357.78
1990-05-09,357.49
1990-05-10,357.39
1990-05-11,357.29
1990-05-12,357.61
1990-05-13,357.46
1990-05-14,357.41
1990-05-15,357.11
1990-05-16,357.24
1990-05-17,357.08
1990-05-18,357.1
1990-05-19,357.37
1990-05-20,357.37
1990-05-21,357.33
1990-05-22,357.07
1990-05-23,357.38
1990-05-24,357.31
1990-05-25,357.40999999999997
1990-05-26,357.51
1990-05-27,357.38
1990-05-28,357.31
1990-05-29,357.31
1990-05-30,357.5
1990-05-31,357.0
1990-06-01,357.64
1990-06-02,357.55
1990-06-03,357.36
1990-06-04,357.49
1990-06-05,356.96
1990-06-06,357.0
1990-06-07,356.49
